CFK,PACK,Chefornak,60.13680556,-164.27905556,0,small_airport
C05,PFCB,Chenega Bay,60.07856111,-147.99473472,0,small_airport
VAK,PAVA,Chevak,61.54083333,-165.60088889,1,small_airport
CKX,,Chicken,64.06675139,-141.95134722,0,small_airport
KCL,KCL,Chignik Lagoon,56.31096667,-158.53448611,0,small_airport
AJC,PAJC,Chignik,56.31146264,-158.37323819,0,small_airport
A79,,Chignik Lake,56.25545694,-158.77783194,0,small_airport
CZN,,Chisana,62.07175,-142.04935,0,small_airport
CZO,,Chistochina,62.56233333,-144.67244444,0,small_airport
CXC,,Chitina,61.58320278,-144.42980278,0,small_airport
9A3,PACH,Chuathbaluk,61.57905556,-159.21563889,1,small_airport
CRC,PACR,Circle City,65.82791667,-144.07619722,0,small_airport
CHP,,Circle Hot Springs,65.48590694,-144.61168472,0,small_airport
CLP,PFCL,Clarks Point,58.83369444,-158.52938889,1,small_airport
Z84,PACL,Clear,64.30038889,-149.11652778,0,medium_airport
CDB,PACD,Cold Bay,55.20591667,-162.72625,1,small_airport
CXF,PACX,Coldfoot,67.25217083,-150.20390806,1,small_airport
JLA,,Quartz Creek,60.48426389,-149.7229,0,small_airport
Z93,,Copper Center 2,61.94119,-145.29408083,0,small_airport
CDV,PACV,Merle K (Mudhole) Smith,60.49163972,-145.47755778,1,medium_airport
CKU,,Cordova Muni,60.54364444,-145.72585417,0,small_airport
K29,K29,Council,64.89674722,-163.70349861,0,small_airport
CJX,PACJ,Crooked Creek,61.87111806,-158.13795639,1,small_airport
DCK,PODC,Dahl Creek,66.94256142,-156.89136864,0,small_airport
SCC,PASC,Deadhorse,70.19475411,-148.46516486,1,medium_airport
DEE,PADE,Deering,66.06911111,-162.76705556,1,medium_airport
D66,,Delta Junction,64.05011667,-145.72246528,0,small_airport
DLG,PADL,Dillingham,59.04466667,-158.5055,1,medium_airport
EAA,PAEG,Eagle,64.77808333,-141.14961111,1,small_airport
EEK,PAEE,Eek,60.21369444,-162.04388889,1,small_airport
EII,PAII,Egegik,58.18549028,-157.37542778,1,small_airport
KEK,KEK,Ekwok,59.35683889,-157.47113944,0,small_airport
ELI,PFEL,Elim,64.61497222,-162.27052778,1,small_airport
ENM,PAEM,Emmonak,62.78613889,-164.49075,1,medium_airport
2Z2,,Eureka Creek,65.17591139,-150.22053861,0,small_airport
2Z3,,Eva Creek,64.04211111,-148.86313889,0,small_airport
AK7,PAAN,Gold King Creek,64.19805556,-147.92861111,0,small_airport
FAI,PAFA,Fairbanks Intl,64.81535556,-147.85666667,1,medium_airport
KFP,PAKF,False Pass,54.84786111,-163.40711111,0,small_airport
TNW,PAFL,Tin Creek,62.53212222,-153.61278889,0,small_airport
3Z1,,Feather River,64.83172722,-166.13152222,0,small_airport
FLT,,Flat,62.45278056,-157.98674722,0,small_airport
FYU,PFYU,Fort Yukon,66.57241667,-145.24633333,1,small_airport
GBH,PAGB,Galbraith Lake,68.47966667,-149.48991667,0,small_airport
GAL,PAGA,Edward G Pitka Sr,64.73618972,-156.93455472,1,small_airport
GAM,PAGM,Gambell,63.76661639,-171.73278389,1,small_airport
AQY,,Girdwood,60.96902222,-149.11934583,0,small_airport
KGZ,KGZ,Glacier Creek,61.45513444,-142.38095083,0,small_airport
GLV,PAGL,Golovin,64.55045861,-163.00717194,1,small_airport
GNU,,Goodnews,59.11786111,-161.57366667,0,small_airport
Z40,,Goose Bay,61.39465,-149.84226944,0,small_airport
KGX,PAGX,Grayling,62.89208531,-160.06639689,1,small_airport
GKN,PAGK,Gulkana,62.15433472,-145.45529167,1,small_airport
GST,PAGS,Gustavus,58.42527778,-135.70741667,1,medium_airport
HNS,PAHN,Haines,59.24382917,-135.5235375,0,medium_airport
HNH,PAOH,Hoonah,58.09619917,-135.40875625,0,small_airport
HPB,PAHP,Hooper Bay,61.52387056,-166.14662278,1,small_airport
5HO,,Hope,60.90725278,-149.62281111,0,small_airport
4Z5,,Horsfeld,62.00723333,-141.18211389,0,small_airport
4Z9,,Jakolof Bay,59.45216056,-151.52238111,0,small_airport
JNU,PAJN,Juneau Intl,58.35471181,-134.57847053,1,small_airport
AFE,PAFE,Kake,56.9613625,-133.91026111,1,medium_airport
KLG,PALG,Kalskag,61.53597222,-160.34558333,1,small_airport
KTN,PAKT,Ketchikan Intl,55.35408333,-131.71122222,1,small_airport
IAN,PAIK,Bob Baker Meml,66.9761775,-160.43859917,1,medium_airport
JZZ,PAJZ,Koliganek,59.72675,-157.26025,1,small_airport
DUY,PADY,Kongiganak,59.96163056,-162.88059306,0,small_airport
2A9,PFKO,Kotlik,63.03058333,-163.53263889,1,small_airport
OTZ,PAOT,Ralph Wien Meml,66.88480556,-162.59813889,1,medium_airport
KKA,PAKK,Koyuk Alfred Adams,64.93952778,-161.15427778,1,small_airport
KYU,PFKU,Koyukuk,64.87580556,-157.73044444,1,small_airport
LKK,PAKL,Kulik Lake,58.96500556,-155.0956125,0,small_airport
KWT,PFKW,Kwethluk,60.79033333,-161.44369444,1,small_airport
AK0,,Jakes Bar,61.21887222,-142.89121111,0,small_airport
MCG,PAMC,Mc Grath,62.95278392,-155.60704806,1,small_airport
INR,PAIN,Mc Kinley Ntl Park,63.73259833,-148.91063833,0,small_airport
MLY,PAML,Manley Hot Springs,64.98794444,-150.64758333,1,small_airport
MBA,PAMB,Manokotak,58.93205556,-158.90188889,1,small_airport
MDM,PADM,Marshall Don Hunter Sr,61.86416667,-162.02611111,1,small_airport
MYK,,May Creek,61.33616111,-142.68588611,0,small_airport
76Z,,Nakeen,58.927605,-157.04715222,0,small_airport
5NK,,Naknek,58.73466286,-157.02521042,0,small_airport
KEB,KEB,Nanwalek,59.35214833,-151.92515583,0,small_airport
WNA,PANA,Napakiak,60.69033333,-161.9785,1,small_airport
PKA,PAPK,Napaskiak,60.7029125,-161.7783075,1,small_airport
OUL,PAOU,Nelson Lagoon,56.00753611,-161.16036722,1,small_airport
ENN,PANN,Nenana Muni,64.5473,-149.073925,1,small_airport
KNW,PANW,New Stuyahok,59.45152778,-157.37316667,1,small_airport
ORT,PAOR,Northway,62.96116667,-141.92808333,1,medium_airport
AQT,PAQT,Nuiqsut,70.20983333,-151.00647222,1,medium_airport
NUL,PANU,Nulato,64.72933333,-158.07422222,1,small_airport
HRR,PAHV,Healy River,63.86758333,-148.96883333,1,small_airport
HCA,PAHC,Holy Cross,62.18830556,-159.77494444,1,medium_airport
HOM,PAHO,Homer,59.64554861,-151.47659472,1,small_airport
HUS,PAHU,Hughes,66.03908333,-154.26469444,1,small_airport
HLA,PAHL,Huslia,65.69786111,-156.35138889,1,medium_airport
IGG,PAIG,Igiugig,59.32404167,-155.90177278,1,small_airport
ILI,PAIL,Iliamna,59.75557811,-154.91775225,1,small_airport
KAL,PAKV,Kaltag,64.31898,-158.74130583,1,small_airport
5Z5,,Kantishna,63.54098611,-150.99507778,0,small_airport
Z90,,Stampede,63.75120556,-150.33026389,0,small_airport
KYK,PAKY,Karluk,57.56605556,-154.45380556,0,small_airport
Z09,PFKA,Kasigluk,60.87333333,-162.52430556,1,small_airport
5KS,,Kasilof,60.35052083,-151.26285639,0,small_airport
ENA,PAEN,Kenai Muni,60.57327778,-151.24483333,1,small_airport
KVC,PAVC,King Cove,55.11638417,-162.26653556,1,small_airport
AKN,PAKN,King Salmon,58.67649347,-156.648691,1,small_airport
IIK,PAKI,Kipnuk,59.93161111,-164.02811111,1,small_airport
KVL,PAVL,Kivalina,67.73613889,-164.5635,1,small_airport
AKW,PAKW,Klawock,55.57922222,-133.076,1,medium_airport
OBU,PAOB,Kobuk,66.91233333,-156.89733333,1,small_airport
KDK,PAKD,Kodiak Muni,57.8059175,-152.37384139,0,small_airport
ADQ,PADQ,Kodiak,57.74979389,-152.49394361,1,medium_airport
9K2,PFKK,Kokhanok,59.43328611,-154.80259167,1,small_airport
GGV,PAGG,Kwigillingok,59.87568889,-163.1680875,0,small_airport
Z55,,Lake Louise,62.29161806,-146.57735,0,small_airport
2A3,PALB,Larsen Bay,57.53508333,-153.97666667,0,small_airport
9Z9,,Lawing,60.41188472,-149.36934167,0,small_airport
9Z8,,Levelock,59.12708333,-156.85988889,0,small_airport
2AK,,Lime Village,61.35913056,-155.44038611,0,small_airport
4AK,,Livengood Camp,65.46726944,-148.65374722,0,small_airport
15Z,PAMX,McCarthy,61.43781908,-142.902503,0,small_airport
MYU,PAMY,Mekoryuk,60.37238889,-166.27019444,1,medium_airport
MDO,PAMD,Middleton Island,59.44994361,-146.30724056,1,small_airport
MHM,PAMH,Minchumina,63.88597222,-152.30183333,1,small_airport
51Z,,Minto Al Wright,65.14816667,-149.36858333,0,small_airport
MOU,PAMO,Mountain Village,62.09477778,-163.68286111,1,small_airport
IGT,PAGT,Nightmute,60.46917083,-164.7040375,0,small_airport
FSP,PAFS,Nikolai,63.01855889,-154.35843806,1,small_airport
IKO,PAKO,Nikolski AS,52.94155556,-168.84902778,0,small_airport
NIN,,Ninilchik,60.02023417,-151.58941861,0,small_airport
WTK,PAWN,Noatak,67.56116667,-162.98041667,1,small_airport
94Z,,Nome City Fld,64.51142228,-165.39023022,0,small_airport
OME,PAOM,Nome,64.512555,-165.44439389,1,medium_airport
5NN,PANO,Nondalton,59.98023028,-154.83917472,1,small_airport
D76,PFNO,Robert/Bob/Curtis Meml,66.81752778,-161.02225,1,small_airport
95Z,,Bradley Sky-Ranch,64.75922222,-147.38763889,0,small_airport
16A,PPIT,Nunapitchuk,60.906,-162.44058333,0,small_airport
6R7,,Old Harbor,57.21830556,-153.26983194,0,small_airport
Z17,,Ophir,63.14591944,-156.52890833,0,small_airport
4K5,,Ouzinkie,57.94215517,-152.46499306,0,small_airport
PAQ,PAAQ,Warren Bud Woods Palmer Muni,61.59491667,-149.08872222,1,medium_airport
PNP,PAPN,Pilot Point,57.58038056,-157.57195694,1,small_airport
UGB,,Ugashik Bay,57.42535806,-157.73986556,0,small_airport
0AK,,Pilot Station,61.96147697,-162.94235461,0,small_airport
PTU,PAPM,Platinum,59.01783056,-161.82719167,1,medium_airport
PHO,PAPO,Point Hope,68.34812872,-166.79912675,1,small_airport
PIZ,PPIZ,Point Lay LRRS,69.73288889,-163.00533333,1,medium_airport
A14,PAOC,Portage Creek,58.906525,-157.71116667,0,small_airport
01A,,Purkeypile,62.94075556,-152.26960972,0,small_airport
20K,,Quail Creek,65.35471944,-149.76137778,0,small_airport
5QC,,Quartz Creek / Kougarok,65.40593306,-164.65572472,0,small_airport
AQH,PAQH,Quinhagak,59.75509306,-161.84536556,1,small_airport
6AK,,Rainy Pass Lodge,62.08414194,-152.71752472,0,small_airport
RMP,PFMP,Rampart,65.5079,-150.14083333,0,small_airport
RDV,,Red Devil,61.78805556,-157.35025,0,small_airport
RBY,PARY,Ruby,64.72722222,-155.46988889,1,medium_airport
RSH,PARS,Russian Mission,61.77489028,-161.31939872,1,small_airport
PBV,PAPB,St George,56.57736111,-169.66372222,1,medium_airport
KSM,PASM,St Mary's,62.06083083,-163.30183639,1,small_airport
SHX,PAHX,Shageluk,62.69230556,-159.56922222,1,small_airport
2C7,PFSH,Shaktoolik,64.37108333,-161.22397222,1,small_airport
SMU,PASP,Sheep Mountain,61.81128056,-147.50905139,0,small_airport
SXP,,Nunam Iqua,62.52041639,-164.84764583,0,small_airport
SHH,PASH,Shishmaref,66.24958333,-166.08936111,1,small_airport
SHG,PAGH,Shungnak,66.88808333,-157.16241667,1,small_airport
SIT,PASI,Sitka Rocky Gutierrez,57.04683436,-135.36106869,1,medium_airport
SGY,PAGY,Skagway,59.4602,-135.31685972,0,small_airport
SKW,PASW,Skwentna,61.9661125,-151.19539028,0,small_airport
WSN,PFWS,South Naknek Nr 2,58.70208333,-157.00258333,1,small_airport
WBB,,Stebbins,63.51597222,-162.278,0,small_airport
TSG,,Tanacross,63.37406381,-143.32898975,0,small_airport
TAL,PATA,Ralph M Calhoun Meml,65.17438889,-152.10811111,1,small_airport
TOG,PATG,Togiak,59.05355556,-160.39677778,1,small_airport
6K8,PFTO,Tok Junction,63.32951431,-142.95368403,1,small_airport
OOK,PAOO,Toksook Bay,60.54133639,-165.08718389,1,small_airport
9AK,,Totatlanika River,64.02565972,-148.5223375,0,small_airport
VDZ,PAVD,Valdez Pioneer Fld,61.13422194,-146.24476806,1,small_airport
VEE,PAVE,Venetie,67.008675,-146.36635833,1,small_airport
AWI,PAWI,Wainwright,70.638,-159.99475,1,medium_airport
IWK,PAIW,Wales,65.62255556,-168.09497222,1,small_airport
AK1,,Butte Muni,61.53031528,-149.01763611,0,small_airport
PXK,PAXK,Paxson,63.02458,-145.50055083,0,small_airport
4K0,,Pedro Bay,59.79694444,-154.12997222,0,small_airport
PEV,PAPE,Perryville,55.90672361,-159.16082917,1,small_airport
8W2,,New Market,38.65598472,-78.70849583,1,small_airport
PSG,PAPG,Petersburg James A Johnson,56.80147222,-132.94622222,1,small_airport
05K,PAKX,Wilder Runway,60.19848083,-154.32304917,1,small_airport
PGM,,Port Graham,59.348475,-151.83032222,0,small_airport
PTH,PAPH,Port Heiden,56.95910111,-158.63336194,1,small_airport
ORI,,Port Lions,57.884925,-152.84757222,0,small_airport
PPC,PAPR,Prospect Creek,66.81405556,-150.64361111,0,small_airport
SMK,PAMK,St Michael,63.49005556,-162.11038889,1,small_airport
SNP,PASN,St Paul Island,57.16630556,-170.22255556,1,medium_airport
Z81,,Salmon Lake,64.90900972,-165.01471667,0,small_airport
SDP,PASD,Sand Point,55.31369528,-160.52142472,1,medium_airport
SVA,PASA,Savoonga,63.68627778,-170.49316667,1,medium_airport
SCM,PACM,Scammon Bay,61.84454167,-165.57375,1,small_airport
WLK,PASK,Selawik,66.60013889,-159.98575,1,small_airport
SOV,PASO,Seldovia,59.44390556,-151.70504167,0,small_airport
SWD,PAWD,Seward,60.12988586,-149.41662944,1,small_airport
SLQ,PASL,Sleetmute,61.70050944,-157.16584972,1,small_airport
SXQ,PASX,Soldotna,60.47513889,-151.03963889,1,small_airport
SVS,PFSV,Stevens Village,66.01716667,-149.05436111,0,small_airport
SRV,,Stony River 2,61.78975,-156.58852778,0,small_airport
UMM,PAST,Summit,63.33104014,-149.12883611,0,small_airport
TCT,PPCT,Takotna,62.99294444,-156.02972222,0,small_airport
TKA,PATK,Talkeetna,62.32137194,-150.09271833,1,small_airport
7KA,PAKA,Tatitlek,60.87238889,-146.69116667,1,small_airport
8KA,,Tatitna,62.29328694,-153.36195306,0,small_airport
ATM,PATM,Taylor Mountain,60.86777778,-157.39194444,0,small_airport
Z14,,Tazlina,62.06478861,-146.46052194,0,small_airport
2K5,,Telida,63.37898472,-153.28421528,0,small_airport
TER,PATE,Teller,65.24038889,-166.33938889,1,small_airport
3T4,,Tetlin,63.12469444,-142.51855556,0,small_airport
K55,K55,Thompson Pass,61.17727028,-145.68843389,0,small_airport
TLT,PALT,Tuluksak,61.08772778,-160.92335278,0,small_airport
A61,,Tuntutuliak,60.35110833,-162.65461111,0,small_airport
4KA,POKA,Tununak,60.56952778,-165.24627778,1,small_airport
A63,,Twin Hills,59.074525,-160.27504167,0,small_airport
9A8,,Ugashik,57.523425,-157.39599444,0,small_airport
UMT,PAUM,Umiat,69.37111267,-152.13498267,0,small_airport
UNK,PAUN,Unalakleet,63.8885,-160.79911111,1,medium_airport
DUT,PADU,Unalaska,53.89894444,-166.54502778,1,medium_airport
IYS,PAWS,Wasilla,61.57198614,-149.53955669,1,medium_airport
A57,,Alsek River,59.19913333,-138.44587778,0,small_airport
AK76,,East Alsek River,59.12628472,-138.40883194,0,small_airport
A77,,Yankee Creek 2,63.00186806,-156.36736028,0,small_airport
L20,,Coal Creek,65.31152083,-143.13411944,0,small_airport
0J0,,Abbeville Muni,31.60022222,-85.23830833,0,small_airport
2A8,,Addison Muni,34.21714167,-87.15815833,0,small_airport
EET,KEET,Shelby County,33.17777778,-86.78322222,1,medium_airport
8A0,,Albertville Rgnl/Thomas J Brumlik Fld,34.22911111,-86.25575,1,small_airport
ALX,KALX,Thomas C Russell Fld,32.91475,-85.96294444,1,small_airport
AIV,KAIV,George Downer,33.10674444,-88.197175,1,small_airport
EKY,KEKY,Bessemer,33.31261111,-86.92630556,1,small_airport
BHM,KBHM,Birmingham-Shuttlesworth Intl,33.56388889,-86.75230556,1,small_airport
PYP,KPYP,Centre Piedmont/Cherokee County Rgnl,34.08991667,-85.61008333,1,small_airport
0A8,,Bibb County,32.93693889,-87.09054722,1,small_airport
5R1,,Roy Wilcox,31.45166689,-88.19442664,1,small_airport
02A,,Chilton County,32.85048447,-86.61143247,1,small_airport
11A,,Clayton Muni,31.88332444,-85.48522472,1,small_airport
9A4,,Courtland,34.65815833,-87.34855806,1,small_airport
DHN,KDHN,Dothan Rgnl,31.32102778,-85.44947222,1,medium_airport
14J,,Carl Folsom,31.41004167,-86.09033611,0,small_airport
EDN,KEDN,Enterprise Muni,31.29972222,-85.89983333,1,small_airport
EUF,KEUF,Weedon Fld,31.95130556,-85.12891667,1,small_airport
GZH,KGZH,Evergreen Rgnl/Middleton Fld,31.415,-87.04336111,1,small_airport
CQF,KCQF,H L Sonny Callahan,30.4605,-87.87702778,1,small_airport
5R4,,Foley Muni,30.42766667,-87.70097222,1,small_airport
4A9,,Isbell Fld,34.47369444,-85.72138889,1,small_airport
WMO,PAWM,White Mountain,64.68919444,-163.41275,1,small_airport
IEM,PAWR,Whittier,60.77716944,-148.71965278,0,small_airport
UUO,PAUO,Willow,61.75418889,-150.05173889,1,small_airport
WSM,,Wiseman,67.40510694,-150.12087778,0,small_airport
WRG,PAWG,Wrangell,56.48433333,-132.36983333,1,medium_airport
3AK,,Dry Bay,59.16433333,-138.48880556,0,small_airport
YAK,PAYA,Yakutat,59.50332333,-139.66026806,1,small_airport
A67,,Harlequin Lake,59.41439583,-139.03372083,0,small_airport
A68,,Situk,59.55287083,-139.51022222,0,small_airport
A69,,Tanis Mesa,59.24959722,-138.50416528,0,small_airport
79J,,South Alabama Rgnl At Bill Benton Fld,31.30836111,-86.39222222,1,small_airport
ANB,KANB,Anniston Rgnl,33.58816667,-85.85811111,1,medium_airport
1M3,,Ardmore,34.97908333,-86.88327778,0,small_airport
26A,,Ashland/Lineville,33.28419722,-85.80896528,0,small_airport
0R1,,Atmore Muni,31.01613889,-87.44675,1,small_airport
AUO,KAUO,Auburn University Rgnl,32.61511111,-85.434,1,small_airport
1R8,,Bay Minette Muni,30.87033333,-87.81933333,1,small_airport
5R7,,Roy E Ray,30.45525,-88.21119444,0,small_airport
12J,,Brewton Muni,31.05071139,-87.06726667,1,small_airport
09A,,Butler/Choctaw County,32.11930556,-88.12747222,1,small_airport
61A,,Camden Muni,31.97975,-87.33911111,1,small_airport
15A,,Mark Reynolds/North Mobile County,30.90913889,-87.99633333,0,small_airport
CMD,KCMD,Cullman Rgnl/Folsom Fld,34.2687025,-86.85803528,1,small_airport
4R9,,Jeremiah Denton,30.26048167,-88.12747306,0,small_airport
DCU,KDCU,Pryor Fld Rgnl,34.65405556,-86.94536111,1,small_airport
DYA,KDYA,Demopolis Rgnl,32.46383333,-87.95405556,1,small_airport
M95,,Richard Arthur Fld,33.70910583,-87.81520861,1,small_airport
0J4,,Florala Muni,31.04247361,-86.31156111,1,small_airport
GAD,KGAD,Northeast Alabama Rgnl,33.97264886,-86.08908344,1,small_airport
33J,,Geneva Muni,31.052625,-85.86894444,1,small_airport
7A0,,Greensboro Muni,32.68154028,-87.66206917,1,small_airport
PRN,KPRN,Mac Crenshaw Meml,31.84569444,-86.61075,1,small_airport
5M0,,Hartselle/Morgan County Rgnl,34.40822222,-86.93294444,1,small_airport
M38,,Hazel Green,34.91613194,-86.64704583,0,small_airport
HDL,KHDL,Headland Muni,31.36413889,-85.31252778,1,small_airport
HSV,KHSV,Huntsville Intl-Carl T Jones Fld,34.63719694,-86.77505417,1,medium_airport
3M5,,Moontown,34.74736111,-86.46097222,0,small_airport
MDQ,KMDQ,Huntsville Exec Tom Sharp Jr Fld,34.85935222,-86.55751389,1,small_airport
04A,,Frank Sikes,31.73638694,-86.26245464,0,small_airport
A08,,Vaiden Fld,32.5105,-87.38477778,1,small_airport
BFM,KBFM,Mobile Intl,30.62678056,-88.06809083,1,medium_airport
MSL,KMSL,Northwest Alabama Rgnl,34.74530556,-87.61022222,1,small_airport
20A,,Robbins Fld,33.97127778,-86.38038889,1,small_airport
71J,,Ozark/Blackwell Fld,31.431812,-85.62053392,1,small_airport
7A5,,Roanoke Muni Enloe,33.12967778,-85.37221528,0,small_airport
M22,,Bill Pugh Fld,34.44508333,-87.71163889,1,small_airport
2R5,,St Elmo,30.50191667,-88.27511111,1,small_airport
1A4,,Logan Fld,31.10370278,-86.0626,0,small_airport
4A6,,Scottsboro Muni-Word Fld,34.68870444,-86.00593194,1,small_airport
SEM,KSEM,Craig Fld,32.34394667,-86.98780556,1,small_airport
TOI,KTOI,Troy Muni At N Kenneth Campbell Fld,31.86,-86.01388889,1,small_airport
TCL,KTCL,Tuscaloosa Ntl,33.22062889,-87.61140389,1,medium_airport
06A,,Moton Fld Muni,32.46047222,-85.68002778,1,small_airport
07A,,Franklin Fld,32.1675925,-85.81119667,1,small_airport
CVK,KCVK,Sharp County Rgnl,36.26488889,-91.56266667,1,small_airport
M60,,Woodruff County,35.27190556,-91.27033056,1,small_airport
M74,,Bald Knob Muni,35.29947222,-91.55769444,0,small_airport
BVX,KBVX,Batesville Rgnl,35.72622222,-91.64744444,1,small_airport
SUZ,KSUZ,Saline County Rgnl,34.59038889,-92.47944444,1,medium_airport
VBT,KVBT,Bentonville Muni/Louise M Thaden Fld,36.34480028,-94.21950861,1,small_airport
4M1,,Carroll County,36.38134194,-93.62454028,1,small_airport
37T,,Calico Rock Municipal,36.16452778,-92.14447222,0,small_airport
CDH,KCDH,Harrell Fld,33.62280556,-92.76338889,1,small_airport
4M3,,Carlisle Muni,34.80822222,-91.71211111,1,small_airport
JKA,KJKA,Gulf Shores Intl/Jack Edwards Fld,30.28963889,-87.67177778,1,small_airport
8A1,,Guntersville Muni/Joe Starnes Fld,34.40618919,-86.26087028,1,small_airport
1M4,,Posey Fld,34.28033333,-87.60041667,1,small_airport
HAB,KHAB,Marion County-Rankin Fite,34.11694444,-87.99822222,1,small_airport
4R3,,Jackson Muni,31.47055972,-87.89590139,1,small_airport
JFX,KJFX,Walker County/Bevill Fld,33.902,-87.31383333,1,small_airport
7A3,,Lanett Rgnl,32.81184333,-85.22948639,1,small_airport
MOB,KMOB,Mobile Rgnl,30.69141667,-88.24283333,1,medium_airport
MVC,KMVC,Monroe County Aeroplex,31.45805556,-87.35102778,1,small_airport
MGM,KMGM,Montgomery Rgnl (Dannelly Fld),32.30063889,-86.39397222,0,medium_airport
PLR,KPLR,St Clair County,33.55883333,-86.24905556,1,small_airport
1A9,,Prattville/Grouby Fld,32.43872222,-86.51269444,1,small_airport
3M8,,North Pickens,33.38675278,-88.00657917,1,small_airport
7A6,,Stevenson,34.88627639,-85.80328889,0,small_airport
SCD,KSCD,Merkel Fld Sylacauga Muni,33.17183333,-86.30552778,1,small_airport
ASN,KASN,Talladega Muni,33.56950417,-86.05120139,1,small_airport
M55,,Lamar County,33.84671889,-88.11547583,1,small_airport
08A,,Wetumpka Muni,32.52733333,-86.33102778,1,small_airport
M73,,Almyra Muni,34.41247944,-91.46530556,1,small_airport
ADF,KADF,Dexter B Florence Meml Fld,34.09980556,-93.06608333,1,small_airport
BYH,KBYH,Arkansas Intl,35.96433333,-89.94394444,1,medium_airport
HKA,KHKA,Blytheville Muni,35.94041667,-89.83080556,1,small_airport
4M2,,Booneville Muni,35.14952633,-93.86338956,0,small_airport
M36,,Frank Federer Meml,34.88027778,-91.17644444,1,small_airport
4M8,,Clarendon Muni,34.64666889,-91.39472056,0,small_airport
H35,,Clarksville Muni,35.47067806,-93.42715722,1,small_airport
CCA,KCCA,Clinton Muni,35.59775,-92.45158333,1,small_airport
2A2,,Holley Mountain Airpark,35.65071903,-92.40381294,1,small_airport
DRP,KDRP,Delta Rgnl,35.12005222,-90.82650139,1,small_airport
4M9,,Corning Muni,36.40423139,-90.64792639,1,small_airport
CRT,KCRT,Z M Jack Stell Fld,33.17833333,-91.88019444,1,small_airport
32A,,Danville Muni,35.0872625,-93.42892417,1,small_airport
ELD,KELD,South Arkansas Rgnl At Goodwin Fld,33.22123781,-92.81174889,1,small_airport
FYV,KFYV,Drake Fld,36.00509556,-94.17006333,1,medium_airport
XNA,KXNA,Northwest Arkansas Ntl,36.28157917,-94.30776556,1,medium_airport
FSM,KFSM,Fort Smith Rgnl,35.33664694,-94.36610889,0,small_airport
12A,,Arkavalley,35.17752961,-92.33506697,0,small_airport
HBZ,KHBZ,Heber Springs Muni,35.51169389,-92.01300944,1,small_airport
HEE,KHEE,Thompson-Robbins,34.57649194,-90.67588944,1,small_airport
2A6,,Holly Grove Muni,34.58244444,-91.16522222,0,small_airport
